rate_unemployment,percent_college,percent_married,median_income,percent_lunch
0.0786815523657629,0.554881412024269,0.626272912423625,38316.0,0.4627539503386
0.043360433604336,0.412492965672482,0.573045267489712,36360.0,0.187692307692308
0.131236442516269,0.249558043606364,0.718143459915612,30255.0,0.923593618807725
0.0687936191425723,0.826711345141216,0.838271604938272,89595.0,0.0643478260869565
0.0529946691752901,0.572139303482587,0.795845272206304,62465.0,0.21239837398374
0.126839523475823,0.164912280701754,0.38038496791934,26786.0,0.892271662763466
0.0792870313460357,0.721915285451197,0.773927392739274,65350.0,0.246428571428571
0.146739130434783,0.554462164913471,0.7088,29519.0,0.689024390243902
0.0626690712353472,0.550566343042071,0.728557964184731,52234.0,0.335678391959799
0.0348155808341951,0.635568513119534,0.74773413897281,79967.0,0.200689061154177
0.0753012048192771,0.591647331786543,0.726932668329177,51762.0,0.316981132075472
0.0926811327694005,0.616978609625668,0.600371747211896,57540.0,0.451580698835275
0.148694665153235,0.356858846918489,0.38130381303813,35333.0,0.655077767612077
0.137545126353791,0.378086956521739,0.497788697788698,33631.0,0.647342995169082
0.168175937904269,0.710779082177161,0.414285714285714,22891.0,0.966911764705882
0.0795671546785487,0.439181916038751,0.772652388797364,50121.0,0.253164556962025
0.018957345971564,0.423076923076923,0.614545454545455,30221.0,0.410377358490566
0.193665158371041,0.570530098831986,0.163450624290579,16726.0,0.991501416430595
0.0921601334445371,0.512119967132293,0.686290003951007,50000.0,0.216696269982238
0.0321148825065274,0.535031847133758,0.78672032193159,73125.0,0.397167138810198
0.0702587230002374,0.51890756302521,0.560212514757969,54629.0,0.245508982035928
0.223611111111111,0.503271028037383,0.587371512481645,28892.0,0.606126914660831
0.0797148412184057,0.331297709923664,0.724508050089445,30781.0,0.479041916167665
0.163983903420523,0.475197032916087,0.635779816513761,33011.0,0.517165005537099
0.0984848484848485,0.490909090909091,0.754310344827586,31466.0,0.763092269326683
0.0799825174825175,0.798643493005511,0.712727272727273,60543.0,0.331737673528004
0.0551257253384913,0.714562569213732,0.777198697068404,63919.0,0.579787234042553
0.113167259786477,0.414680050188206,0.550598476605005,30709.0,0.698727015558699
0.032051282051282,0.619103773584906,0.805147058823529,64485.0,0.31781557743957
0.0356043110084681,0.487529158442491,0.814009661835749,69586.0,0.232594936708861
0.10550250113688,0.454623287671233,0.519402985074627,47401.0,0.303939962476548
0.122620380739082,0.615023474178404,0.468695652173913,39643.0,0.299363057324841
0.0908574673480977,0.398049233627497,0.649122807017544,37287.0,0.358879882092852
0.0601454064771976,0.719328703703704,0.550751879699248,44362.0,0.110770801429301
0.141156462585034,0.331930562861652,0.369782971619366,47571.0,0.816753926701571
0.0465213746856664,0.798762736535662,0.892700087950748,78636.0,0.116522530723714
0.216315307057745,0.231222385861561,0.280966767371601,22143.0,0.745042492917847
0.0297500991669972,0.644763042612505,0.749074759437454,72630.0,0.0603015075376884
0.134615384615385,0.520038167938931,0.509337860780985,41222.0,0.537121212121212
0.043646408839779,0.575,0.616977225672878,52177.0,0.479177377892031
0.0467989517034818,0.634850543478261,0.704615384615385,50964.0,0.5625
0.123981900452489,0.57435673789795,0.79040404040404,44323.0,0.300582847626978
0.107236842105263,0.526117393645665,0.595517609391676,31952.0,0.365684575389948
0.0601180891035964,0.651529636711281,0.67332268370607,47639.0,0.426640926640927
0.0684326710816777,0.559075071270193,0.867558528428094,67989.0,0.404554588077696
0.0506535947712418,0.271878646441074,0.1415313225058,20893.0,0.890243902439024
0.216686674669868,0.347605893186004,0.194122196442382,20169.0,0.744360902255639
0.13810110974106,0.42886282508924,0.661073825503356,44410.0,0.389261744966443
0.0965829846582985,0.287326668816511,0.514867617107943,41071.0,0.321252059308072
0.175186104218362,0.323025335320417,0.33780385582565,25275.0,0.784184514003295
0.181747723309436,0.560087799524419,0.548431575318856,41250.0,0.665254237288136
0.202110649184522,0.451375559820857,0.425430210325048,43669.0,0.640928725701944
0.0786767992847564,0.518424855491329,0.813105413105413,40817.0,0.373390557939914
0.0423143350604491,0.514849074975657,0.465510445407962,38500.0,0.377427184466019
0.078740157480315,0.752221375983752,0.789149198520345,94404.0,0.0813232253618194
0.0408479834539814,0.483802216538789,0.639769452449568,46645.0,0.39426523297491
0.081447963800905,0.791384317521781,0.73738680465718,74471.0,0.359148112294289
0.0564263322884013,0.976439790575916,0.854838709677419,136842.0,0.130111524163569
0.210730948678072,0.268280123583934,0.407035175879397,21717.0,0.5
0.0656660412757974,0.598280802292264,0.425887265135699,35833.0,0.570285714285714
0.108586830958799,0.530511463844797,0.644037780401417,61125.0,0.375634517766497
0.0782504012841092,0.634920634920635,0.633802816901408,50411.0,0.451988360814743
0.0437464946719013,0.79639175257732,0.769381746810599,86548.0,0.132323232323232
0.0512195121951219,0.766971982758621,0.826392644672796,78750.0,0.125528913963329
0.0987720234917245,0.521802325581395,0.756567425569177,70705.0,0.141004862236629
0.0470178493687418,0.715780296425458,0.746492048643592,39133.0,0.257861635220126
0.147214854111406,0.642857142857143,0.174647887323944,24250.0,0.576197387518142
0.0613463626492942,0.508137432188065,0.666013712047013,51667.0,0.53464322647363
0.0504955167531855,0.714666666666667,0.751394422310757,65142.0,0.333599361532322
0.0398749022673964,0.874175421451258,0.791113675706867,94953.0,0.0399373531714957
0.139838129496403,0.525787006028131,0.574052812858783,38319.0,0.50188679245283
0.143511450381679,0.590775269872424,0.565899581589958,38825.0,0.30272952853598
0.0807531380753138,0.688744588744589,0.695488721804511,46789.0,0.378112033195021
0.0732889158086008,0.524664879356568,0.71346853874155,50935.0,0.526690391459075
0.0592292089249493,0.595815343739621,0.357837837837838,50278.0,0.0282131661442006
0.343152866242038,0.531885073580939,0.449511400651466,40795.0,0.761363636363636
0.0350617283950617,0.890764647467726,0.617401668653158,65747.0,0.074570590699623
0.0335022522522523,0.582650466233399,0.573940847322142,45981.0,0.369168356997972
0.340753424657534,0.379093198992443,0.16711590296496,9435.0,0.991758241758242
